Product_ID, Product_Name, Rating, Rated_by, MRP, Discount,Current_Price 
1,boAt Rockerz 255F Bluetooth Headset with Mic,4.3,4,503,₹2,990,66,999
2,Boult Audio ProBass Curve Neckband Bluetooth Headset wi...,4.2,1,102,₹3,499,71,999
3,Boult Audio ProBass Curve Neckband Bluetooth Headset wi...,4.2,1,102,₹3,499,71,999
4,LECO Mini Ear Buds Music Bluetooth Headset with Mic,3.3,1,144,₹1,299,77,294
5,Boult Audio ProBass Curve Neckband Bluetooth Headset wi...,4.2,1,102,₹3,499,71,999
6,boAt Rockerz 400 Super Extra Bass Bluetooth Headset wit...,4.3,68,176,₹2,990,66,999
7,Samsung Level U Bluetooth Headset with Mic,4.2,48,373,₹2,999,23,2,299
8,JBL T450BT Extra Bass Bluetooth Headset with Mic,4.3,19,877,₹3,499,42,1,999
9,JBL T160 Wired Headset with Mic,4.2,31,437,₹1,299,50,649
10,boAt BassHeads 220 Super Extra Bass Wired Headset with ...,4.2,2,78,647,₹999,50,499
11,Mi Basic Wired Headset with Mic,4.3,2,47,036,₹599,33,399
12,Skullcandy Anti Headphone,4.2,67,702,₹1,999,75,499
13,JBL T160BT Bluetooth Headset with Mic,4,26,164,₹2,499,40,1,499
14,LECO Mini Earphone Bluetooth Headset with Mic,3.3,79,₹1,299,77,294
15,Sony 310AP Wired Headset with Mic,4.2,1,42,766,₹2,190,63,799
16,Mi Basic Wired Headset with Mic,4.3,2,47,036,₹599,33,399
17,boAt Rockerz 510 Super Extra Bass Bluetooth Headset wit...,4.4,21,205,₹3,490,59,1,399
18,Flipkart SmartBuy ONB18AA008 Bluetooth Headset with Mic,4,83,₹1,149,47,599
19,Cosmic Byte GS410 Headset with Mic,4.2,11,487,₹999,40,599
20,LECO Single i7 Wireless Compatible For All Smarts Phone...,3.5,80,₹1,299,69,394
21,boAt BassHeads 220 Super Extra Bass Wired Headset with ...,4.2,2,78,647,₹999,35,649
22,boAt Rockerz 510 Super Extra Bass Bluetooth Headset wit...,4.4,21,205,₹3,490,59,1,399
23,JBL T160 Wired Headset with Mic,4.2,31,437,₹1,299,50,649
24,GetfitPro I7s Twins True Wireless Chargeable Earbuds wi...,3.5,404,₹2,999,76,694
25,boAt BassHeads 220 Super Extra Bass Wired Headset with ...,4.2,2,78,647,₹999,50,499
26,boAt Rockerz 400 Super Extra Bass Bluetooth Headset wit...,4.3,68,176,₹2,990,44,1,659
27,boAt BassHeads 220 Super Extra Bass Wired Headset with ...,4.2,2,78,647,₹999,50,499
28,Realme Buds Wired Headset with Mic,4.4,13,693,₹699,28,499
29,Skullcandy Ink'd Bluetooth Headset with Mic,4.1,23,304,₹3,999,45,2,199
30,LECO Wireless Stereo Bluetooth Mono Headset Headphone E...,3.5,582,₹1,999,80,394
31,boAt BassHeads 100 Wired Headset with Mic,4.2,73,258,₹999,65,349
32,Philips SHE1515BK/94/IN-SHE1515BK/94 Wired Headset with...,4,13,342,₹799,62,299
33,Philips SHE1525BK 94 Wired Headset with Mic,3.9,12,068,₹899,61,349
34,LANIX Wireless i7s Twins Earbud With 1 Connect 2 Functi...,3.8,59,₹2,999,76,699
35,JBL T250SI Wired Headphone,4.1,1,89,547,₹2,499,72,699
36,JBL C150SI Wired Headset with Mic,4.3,1,03,971,₹1,399,57,599
37,Sennheiser CX213 Wired Headphone,4.2,48,587,₹1,290,45,699
38,Samsung EHS64 Wired Headset with Mic,4.2,37,920,₹449,11,399
39,Sony 310AP Wired Headset with Mic,4.2,1,42,766,₹2,190,63,799
40,MAXCO Stylish Mini Earbud Bluetooth Headset with Mic,3.3,464,₹1,299,77,294
